,,,Chair,Speaker,YSP,,,,,,,,,,,,,,,,,,,,,,,,
1532967776,7/30/18 9:22,Casamiquela,F,F,PD?,,,,,,F:Q,M:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532967778,7/30/18 9:22,Casamiquela,F,F,PD?,,,,,,F:Q,M:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532967780,7/30/18 9:23,Casamiquela,F,F,PD?,,,,,,F:Q,M:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532967781,7/30/18 9:23,Casamiquela,F,F,PD?,,,,,,F:Q,M:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532967793,7/30/18 9:23,Casamiquela,F,F,PD?,,,,,,F:Q,M:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532967820,7/30/18 9:23,Casamiquela,F,F,PD?,,,,,,F:Q,F:Q,M:Q,,Talk starts 12:06 Talk ends 12:18 Q/A ends 12:22 ;,,,,,,,,,,,,,,
1532967863,7/30/18 9:24,Casamiquela,F,F,PD?,,,,,,F:Q,M:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533051124,7/31/18 8:32,Cauzzi,F,M,SR,,,,,,M:C,M:Q,F:C,M:Q,F:Q,M:Q,M:Q,F:C,, ;,,,,,,,,,
1533051125,7/31/18 8:32,Cauzzi,,,SR,,,,,,M:C,M:Q,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,,
1533051126,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,,Most comments were commenting on other comments. ;,,,,,,,,,,
1533051127,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,,"Chair did not enforce the ""qs no comments rule"" at all. ;",,,,,,,,,,
1533051129,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,
1533051129,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:Q,M:Q,F:C,,Talk starts 10:58 Talk ends 11:24 Q/A ends Male commenter kept interrupting speaker somewhat as she was explaining. ;,,,,,,,,,,
1533051129,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,
1533051130,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,
1533051136,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,M:Q,M:Q,, ;,,,,,,,,,,,,
1533051138,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,,Third comment was a response to the previous question. 7th comment was in response to a previous question (I forget which one) ;,,,,,,,,,,
1533051140,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,
1533051152,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,F:C,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,,
1533051155,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:C,F:Q,M:C,M:Q,F:C,, ;,,,,,,,,,,
1533051174,7/31/18 8:32,Cauzzi,M,F,SR,,,,,,M:C,M:Q,F:Q,F:Q,M:C,M:C,M:Q,F:C,,last F:C was in response to an earlier M:C ;,,,,,,,,,
1533045499,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045500,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045500,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045504,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045504,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,,3rd M:Q was partially a comment. ;,,,,,,,,,,,,,,
1533045505,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,,Talk starts 09:40 Talk ends 09:52 Q/A ends 09:58 ;,,,,,,,,,,,,,,
1533045505,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045506,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045506,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045506,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045514,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045518,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:C,M:Q,, ;,,,,,,,,,,,,,,
1533045521,7/31/18 6:58,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045566,7/31/18 6:59,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533045618,7/31/18 7:00,Cegla,M,F,4,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533070804,7/31/18 14:00,Cohen,M,M,10,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533070817,7/31/18 14:00,Cohen,M,M,10,,,,,,M:Q,,,Questions were cut off due to time constraints ;,,,,,,,,,,,,,,,
1533241941,8/2/18 13:32,Covey,M,M,12,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533241942,8/2/18 13:32,Covey,M,M,12,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533241952,8/2/18 13:32,Covey,M,M,12,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533241958,8/2/18 13:32,Covey,M,M,12,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533242001,8/2/18 13:33,Covey,M,M,12,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533217790,8/2/18 6:49,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533217798,8/2/18 6:49,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533217799,8/2/18 6:49,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533217802,8/2/18 6:50,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533217810,8/2/18 6:50,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533217829,8/2/18 6:50,D'Angelo,,,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533217845,8/2/18 6:50,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533217895,8/2/18 6:51,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533217924,8/2/18 6:52,D'Angelo,M,F,PD,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1532960233,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,,Pointed out gender in questions. ;,,,,,,,,,,,,,
1532960234,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1532960234,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1532960234,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,,Astrogender commercial ;,,,,,,,,,,,,,
1532960235,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,,We are awesome? You are awesome. :-) ;,,,,,,,,,,,,,
1532960240,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1532960244,7/30/18 7:17,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,,Talk starts at 09:59 (scheduled 09:50) Talk ends at 10:12, Questions end 10:17. Davenport brought up this issue (Gender), so frequency for this talk might be affected ;,,,,,,,,,,,
1532960302,7/30/18 7:18,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1532960323,7/30/18 7:18,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1532960373,7/30/18 7:19,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1532962806,7/30/18 8:00,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1532964483,7/30/18 8:28,Davenport,F,M,3,,,,,,F:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533129547,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533129553,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533129553,8/1/18 6:19,Dotson,,,23,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533129553,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,,both questions were asked by chair ;,,,,,,,,,,,,,,,
1533129555,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,,First female question was by the chair. Second question was also from the chair.  ;,,,,,,,,,,,,,,,
1533129555,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,,First question was from the session chair (asked about mission status of K2). Second question was also from the session chair after no-one put their hand to ask a question. ;,,,,,,,,,,,,,,,
1533129557,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533129562,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,,Talk starts 09:05 Talk ends 09:16 Q/A ends 09:19 First & second question from female chair.  ;,,,,,,,,,,,,,,,
1533129567,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,,Questions were both from the chair.  ;,,,,,,,,,,,,,,,
1533129570,8/1/18 6:19,Dotson,F,F,23,,,,,,F:Q,F:Q,,Both questions were by the chair, no questions from audience. ;,,,,,,,,,,,,,,
1533130261,8/1/18 6:31,Dotson,F,F,23,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533130269,8/1/18 6:31,Dotson,F,F,23,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1532977087,7/30/18 11:58,Douglas,M,F,,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532977088,7/30/18 11:58,Douglas,M,F,,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532977088,7/30/18 11:58,Douglas,M,F,,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532977097,7/30/18 11:58,Douglas,M,F,,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532977100,7/30/18 11:58,Douglas,M,F,,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532977105,7/30/18 11:58,Douglas,M,F,,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533073062,7/31/18 14:37,Doyle,F,F,0,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533073062,7/31/18 14:37,Doyle,F,F,0,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533073063,7/31/18 14:37,Doyle,F,F,0,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533073131,7/31/18 14:38,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,,session conveners asked more questions in the second half of the splinter ;,,,,,,,,,,,,,,
1533073131,7/31/18 14:38,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533073132,7/31/18 14:38,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533073135,7/31/18 14:38,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533073136,7/31/18 14:38,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533073137,7/31/18 14:38,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,,Talk starts 17:29 Talk ends 17:37 Q/A ends 17:39 ;,,,,,,,,,,,,,,
1533073145,7/31/18 14:39,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533073162,7/31/18 14:39,Doyle,F,F,0,,,,,,M:Q,M:Q,M:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,
1533068926,7/31/18 13:28,Drabek-Maunder,F,F,4,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533069005,7/31/18 13:30,Drabek-Maunder,F,F,4,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533069019,7/31/18 13:30,Drabek-Maunder,F,F,4,,,,,,F:C,, ;,,,,,,,,,,,,,,,,
1533069038,7/31/18 13:30,Drabek-Maunder,F,F,4,,,,,,M:Q,F:C,, ;,,,,,,,,,,,,,,,
1533069039,7/31/18 13:30,Drabek-Maunder,F,F,4,,,,,,M:Q,F:C,, ;,,,,,,,,,,,,,,,
1533069064,7/31/18 13:31,Drabek-Maunder,F,F,4,,,,,,M:Q,F:C,, ;,,,,,,,,,,,,,,,
1533069076,7/31/18 13:31,Drabek-Maunder,F,F,4,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533244078,8/2/18 14:07,Dumusque,M,M,6,,,,,,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533244080,8/2/18 14:08,Dumusque,M,M,6,,,,,,M:Q,F:C,M:Q,M:C,, ;,,,,,,,,,,,,,
1533244084,8/2/18 14:08,Dumusque,M,M,6,,,,,,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533244085,8/2/18 14:08,Dumusque,M,M,6,,,,,,M:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533244086,8/2/18 14:08,Dumusque,M,M,6,,,,,,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533244086,8/2/18 14:08,Dumusque,M,M,6,,,,,,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533244092,8/2/18 14:08,Dumusque,M,M,6,,,,,,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052205,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,,2nd more of a comment, but did ask a question. Same for last question.  ;,,,,,,,,,,,,
1533052208,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052208,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:C,M:Q,M:C,,First question also had a comment First male question came from the chair.  ;,,,,,,,,,,,,,
1533052210,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052210,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,,Third question was from the session chair ;,,,,,,,,,,,,,
1533052211,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052212,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052213,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,,Talk starts 11:33 Talk ends 11:45 Q/A ends 11:50 ;,,,,,,,,,,,,,
1533052215,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052216,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533052248,7/31/18 8:50,Egeland,M,M,1,,,,,,F:Q,M:Q,M:Q,M:Q,,Chair asks a Q, too.  ;,,,,,,,,,,,,
1532975414,7/30/18 11:30,Esselstein,M,F,0,,,,,,M:Q,M:Q,M:C,,Do you have any comments on my comment? is not a question ;,,,,,,,,,,,,,,
1532975422,7/30/18 11:30,Esselstein,M,F,0,,,,,,M:Q,M:Q,M:C,,The first questioner asked a follow up question.  ;,,,,,,,,,,,,,,
1532975424,7/30/18 11:30,Esselstein,M,F,0,,,,,,M:Q,M:Q,M:C,,Now have a runner for microphones. ;,,,,,,,,,,,,,,
1532975429,7/30/18 11:30,Esselstein,M,F,0,,,,,,M:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,,,,
1532975432,7/30/18 11:30,Esselstein,,,0,,,,,,M:Q,M:Q,M:C,;,,,,,,,,,,,,,,,
1532975433,7/30/18 11:30,Esselstein,,,0,,,,,,M:Q,M:Q,M:Q,M:C,,first two Qs from same senior male scientist, 3rd Q came after some rambling," the C was an advertisement for that person's talk and they were forced to turn it into a ""Q"" ;",,,,,,,,,,,
1533065388,7/31/18 12:29,Evensberget,M,M,,,,,,,F:Q,M:C,M:Q,, ;,,,,,,,,,,,,,,
1533065388,7/31/18 12:29,Evensberget,M,M,,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533065388,7/31/18 12:29,Evensberget,M,M,,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533131386,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131388,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131389,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131391,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131392,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533131392,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131393,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131393,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533131394,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131394,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,M:Q,M:Q,,I missed the gender of the first question asker, so this starts from the second one on. ;,,,,,,,,,,,,,,
1533131395,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533131398,8/1/18 6:49,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,,Talk starts 09:36 Talk ends 09:45 Q/A ends 09:49 ;,,,,,,,,,,,,,,
1533131417,8/1/18 6:50,Ezzeddine,F,F,3,,,,,,F:Q,F:Q,M:Q,M:Q,M:Q,,Multiple questions from single persons. ;,,,,,,,,,,,,
1533131424,8/1/18 6:50,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533131439,8/1/18 6:50,Ezzeddine,F,F,3,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533225586,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533225590,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533225592,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533225593,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533225593,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533225595,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533225596,8/2/18 8:59,Forbrich,M,M,11,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533225600,8/2/18 9:00,Forbrich,M,M,11,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533225622,8/2/18 9:00,Forbrich,M,M,11,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533226193,8/2/18 9:09,Forbrich,M,M,11,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533234728,8/2/18 11:32,Foukal,M,M,49,,,,,,,,,No questions ;,,,,,,,,,,,,,,,
1533234743,8/2/18 11:32,Foukal,M,M,49,,,,,,,,,Chair asked briefly if there were any questions, nobody raised their hands, and so he ended Q&A rather quickly.  ;,,,,,,,,,,,,,
1533234747,8/2/18 11:32,Foukal,M,M,49,,,,,,,, ;,,,,,,,,,,,,,,,,
1533234754,8/2/18 11:32,Foukal,M,M,49,,,,,,,,,No questions asked.  ;,,,,,,,,,,,,,,,
1533234784,8/2/18 11:33,Foukal,M,M,49,,,,,,,,,No Qs - speaker went over time ;,,,,,,,,,,,,,,,
1533234807,8/2/18 11:33,Foukel,M,M,49,,,,,,,,,0 questions ;,,,,,,,,,,,,,,,
1532975285,7/30/18 11:28,Gagne,M,M,3,,,,,,M:Q,F:Q,M:Q,,i might have missed the last one ;,,,,,,,,,,,,,,
1532975314,7/30/18 11:28,Gagne,M,M,3,,,,,,M:Q,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
